SessionID,Cluster,Steps,InitBKT,FinalBKT,GainBKT,TrueGain,Hints,Errors
sim_cluster_0_573_1766737641,Struggling_Persisting,10,0.1,0.17143699406615004,0.07143699406615003,0.0,0,8
sim_cluster_0_571_1766737639,Struggling_Persisting,10,0.2,0.1714359710722583,-0.028564028927741708,0.0,0,9
sim_cluster_0_577_1766737646,Struggling_Persisting,10,0.2,0.2665937471117622,0.06659374711176219,0.0,0,9
sim_cluster_0_576_1766737645,Struggling_Persisting,10,0.2,0.17177036497127104,-0.028229635028728967,0.0,0,9
sim_cluster_0_583_1766737654,Struggling_Persisting,10,0.2,0.0,-0.2,0.0,0,9
sim_cluster_0_579_1766737649,Struggling_Persisting,10,0.1,0.1858448950212323,0.0858448950212323,0.0,1,7
sim_cluster_0_570_1766737638,Struggling_Persisting,10,0.2,0.8735706785338468,0.6735706785338469,0.0,0,8
sim_cluster_0_584_1766737654,Struggling_Persisting,10,0.2,0.1869433456281835,-0.013056654371816523,0.0,0,9
sim_cluster_0_575_1766737644,Struggling_Persisting,10,0.2,0.0,-0.2,0.0,0,9
sim_cluster_0_580_1766737649,Struggling_Persisting,10,0.2,0.5439814733769045,0.3439814733769045,0.0,1,7
sim_cluster_0_581_1766737651,Struggling_Persisting,10,0.1,0.17147988006204096,0.07147988006204095,0.0,0,8
sim_cluster_0_590_1766737662,Struggling_Persisting,10,0.2,0.0,-0.2,0.0,0,8
sim_cluster_0_585_1766737659,Struggling_Persisting,10,0.2,0.17177629351248838,-0.02822370648751163,0.0,0,8
sim_cluster_0_587_1766737661,Struggling_Persisting,10,0.2,0.0,-0.2,0.0,0,7
sim_cluster_0_593_1766737667,Struggling_Persisting,10,0.2,0.1714287363873539,-0.028571263612646114,0.0,0,9
sim_cluster_0_582_1766737653,Struggling_Persisting,10,0.2,0.918691387829286,0.718691387829286,0.0,0,7
sim_cluster_0_592_1766737666,Struggling_Persisting,10,0.2,0.17374719095950417,-0.026252809040495845,0.0,0,9
sim_cluster_0_586_1766737659,Struggling_Persisting,10,0.2,0.17142966391812006,-0.02857033608187995,0.0,0,9
sim_cluster_0_578_1766737648,Struggling_Persisting,10,0.2,0.17142857156855684,-0.02857142843144317,0.0,0,10
sim_cluster_0_595_1766737671,Struggling_Persisting,10,0.2,0.1714287363873539,-0.028571263612646114,0.0,0,9
sim_cluster_0_591_1766737664,Struggling_Persisting,10,0.2,0.3330635802994226,0.1330635802994226,0.0,0,7
sim_cluster_0_589_1766737661,Struggling_Persisting,10,0.2,0.8735706785338468,0.6735706785338469,0.0,0,8
sim_cluster_0_598_1766737675,Struggling_Persisting,10,0.2,0.1869490589407687,-0.013050941059231325,0.0,0,8
sim_cluster_0_599_1766737675,Struggling_Persisting,10,0.1,0.17142859998559548,0.07142859998559548,0.0,0,9
sim_cluster_0_594_1766737667,Struggling_Persisting,10,0.2,0.2762759593095312,0.07627595930953118,0.0,0,7
sim_cluster_0_597_1766737674,Struggling_Persisting,10,0.2,0.1869433456281835,-0.013056654371816523,0.0,0,9
sim_cluster_0_588_1766737661,Struggling_Persisting,10,0.2,0.17374719095950417,-0.026252809040495845,0.0,0,9
sim_cluster_0_596_1766737673,Struggling_Persisting,10,0.2,0.20749730562038496,0.0074973056203849475,0.0,0,7
sim_cluster_1_9_1766737699,Low_Performer,7,0.1,0.98260990467402,0.88260990467402,0.0,1,2
sim_cluster_1_7_1766737699,Low_Performer,6,0.1,0.9761370596770564,0.8761370596770565,0.0,0,2
sim_cluster_1_6_1766737699,Low_Performer,8,0.1,0.9758975731464927,0.8758975731464927,0.0,1,3
sim_cluster_1_4_1766737699,Low_Performer,6,0.2,0.9724277120788785,0.7724277120788785,0.0,1,2
sim_cluster_1_21_1766737715,Low_Performer,3,0.1,0.9773510971786833,0.8773510971786833,0.0,0,0
sim_cluster_1_11_1766737699,Low_Performer,10,0.2,0.25528155423645393,0.05528155423645392,0.0,2,7
sim_cluster_1_1_1766737699,Low_Performer,10,0.2,0.8555270137550844,0.6555270137550844,0.0,3,5
sim_cluster_1_18_1766737699,Low_Performer,10,0.2,0.1714359710722583,-0.028564028927741708,0.0,0,9
sim_cluster_1_0_1766737699,Low_Performer,10,0.2,0.0,-0.2,0.0,0,7
sim_cluster_1_2_1766737699,Low_Performer,10,0.2,0.18855979405987303,-0.011440205940126985,0.0,1,7
sim_cluster_1_14_1766737699,Low_Performer,10,0.2,0.1977744111276998,-0.002225588872300205,0.0,1,7
sim_cluster_1_3_1766737699,Low_Performer,10,0.2,0.0,-0.2,0.0,0,9
sim_cluster_1_17_1766737699,Low_Performer,10,0.2,0.1869433456281835,-0.013056654371816523,0.0,0,9
sim_cluster_1_8_1766737699,Low_Performer,10,0.2,0.17151817517117365,-0.028481824828826358,0.0,0,8
sim_cluster_1_13_1766737699,Low_Performer,10,0.2,0.185809335394269,-0.014190664605731013,0.0,1,8
sim_cluster_1_20_1766737713,Low_Performer,10,0.1,0.5439279207057971,0.4439279207057971,0.0,1,7
sim_cluster_1_22_1766737715,Low_Performer,10,0.2,0.17142857156855684,-0.02857142843144317,0.0,0,10
sim_cluster_1_16_1766737699,Low_Performer,10,0.2,0.0,-0.2,0.0,0,7
sim_cluster_1_12_1766737699,Low_Performer,10,0.2,0.29429591959714263,0.09429591959714262,0.0,2,6
sim_cluster_1_10_1766737699,Low_Performer,10,0.2,0.17498128581367167,-0.02501871418632834,0.0,1,7
sim_cluster_1_5_1766737699,Low_Performer,10,0.2,0.1869433456281835,-0.013056654371816523,0.0,0,9
sim_cluster_1_23_1766737718,Low_Performer,10,0.2,0.17374719095950417,-0.026252809040495845,0.0,0,9
sim_cluster_1_32_1766737733,Low_Performer,3,0.1,0.9773510971786833,0.8773510971786833,0.0,0,0
sim_cluster_1_19_1766737699,Low_Performer,10,0.1,0.17378971174278743,0.07378971174278742,0.0,1,7
sim_cluster_1_24_1766737722,Low_Performer,10,0.2,0.5468039947575207,0.3468039947575207,0.0,1,7
sim_cluster_1_29_1766737730,Low_Performer,8,0.2,0.9836091207248636,0.7836091207248637,0.0,0,4
sim_cluster_1_27_1766737727,Low_Performer,10,0.2,0.26680239534415845,0.06680239534415844,0.0,0,8
sim_cluster_1_26_1766737724,Low_Performer,10,0.2,0.32679187931005327,0.12679187931005326,0.0,0,8
sim_cluster_1_25_1766737724,Low_Performer,10,0.1,0.18729308386176852,0.08729308386176851,0.0,2,6
sim_cluster_1_15_1766737699,Low_Performer,10,0.2,0.26783862335596664,0.06783862335596663,0.0,1,7
sim_cluster_1_28_1766737728,Low_Performer,6,0.1,0.9761370596770564,0.8761370596770565,0.0,0,2
sim_cluster_1_35_1766737736,Low_Performer,8,0.2,0.9718720846665632,0.7718720846665632,0.0,1,4
sim_cluster_1_39_1766737740,Low_Performer,10,0.2,0.0,-0.2,0.0,0,7
sim_cluster_1_36_1766737736,Low_Performer,10,0.2,0.0,-0.2,0.0,0,7
sim_cluster_1_38_1766737739,Low_Performer,10,0.2,0.5443452982785291,0.34434529827852906,0.0,1,7
sim_cluster_1_31_1766737731,Low_Performer,10,0.2,0.28335938104466457,0.08335938104466456,0.0,0,7
sim_cluster_1_43_1766737747,Low_Performer,5,0.1,0.975318051118683,0.875318051118683,0.0,1,1
sim_cluster_1_42_1766737743,Low_Performer,10,0.1,0.18982937222627178,0.08982937222627177,0.0,1,6
sim_cluster_1_30_1766737731,Low_Performer,10,0.1,0.19866044853801956,0.09866044853801956,0.0,0,7
sim_cluster_1_33_1766737734,Low_Performer,10,0.2,0.17174512375458664,-0.02825487624541337,0.0,1,8
sim_cluster_1_45_1766737750,Low_Performer,10,0.2,0.17554355066270413,-0.024456449337295877,0.0,0,8
sim_cluster_1_47_1766737751,Low_Performer,10,0.1,0.18694433068780603,0.08694433068780602,0.0,0,8
sim_cluster_1_34_1766737735,Low_Performer,10,0.2,0.1717316791424012,-0.02826832085759881,0.0,2,7
sim_cluster_1_41_1766737743,Low_Performer,10,0.1,0.2772860627666991,0.1772860627666991,0.0,1,6
sim_cluster_1_48_1766737751,Low_Performer,10,0.1,0.18729308386176852,0.08729308386176851,0.0,2,6
sim_cluster_1_37_1766737738,Low_Performer,10,0.2,0.0,-0.2,0.0,2,5
sim_cluster_1_44_1766737748,Low_Performer,10,0.2,0.0,-0.2,0.0,0,9
sim_cluster_1_53_1766737755,Low_Performer,10,0.1,0.18723520496847867,0.08723520496847867,0.0,0,7
sim_cluster_1_54_1766737757,Low_Performer,10,0.1,0.0,-0.1,0.0,0,7
sim_cluster_1_67_1766737772,Low_Performer,3,0.1,0.9773510971786833,0.8773510971786833,0.0,0,0
sim_cluster_1_65_1766737770,Low_Performer,4,0.2,0.9741582263696177,0.7741582263696176,0.0,0,1
sim_cluster_1_52_1766737754,Low_Performer,10,0.2,0.26680239534415845,0.06680239534415844,0.0,0,8
sim_cluster_1_40_1766737742,Low_Performer,10,0.1,0.18694433068780603,0.08694433068780602,0.0,0,8
sim_cluster_1_46_1766737750,Low_Performer,10,0.2,0.17147885717404582,-0.028521142825954193,0.0,0,9
sim_cluster_1_56_1766737758,Low_Performer,10,0.2,0.2762759593095312,0.07627595930953118,0.0,0,7
sim_cluster_1_50_1766737752,Low_Performer,10,0.1,0.17143699406615004,0.07143699406615003,0.0,0,8
sim_cluster_1_62_1766737764,Low_Performer,10,0.2,0.1720230090917255,-0.02797699090827452,0.0,1,7
sim_cluster_1_57_1766737761,Low_Performer,10,0.2,0.8831099114419029,0.6831099114419028,0.0,0,7
sim_cluster_1_49_1766737752,Low_Performer,10,0.1,0.17142859998559548,0.07142859998559548,0.0,0,9
sim_cluster_1_60_1766737763,Low_Performer,10,0.2,0.17177036497127104,-0.028229635028728967,0.0,0,9
sim_cluster_1_59_1766737762,Low_Performer,10,0.2,0.26680239534415845,0.06680239534415844,0.0,0,8
sim_cluster_1_51_1766737753,Low_Performer,10,0.1,0.5777452811249474,0.4777452811249474,0.0,2,5
sim_cluster_1_55_1766737757,Low_Performer,10,0.2,0.185809335394269,-0.014190664605731013,0.0,1,8
sim_cluster_1_63_1766737765,Low_Performer,10,0.1,0.1714787300629879,0.07147873006298788,0.0,2,7
sim_cluster_1_66_1766737770,Low_Performer,10,0.1,0.2761410654740227,0.17614106547402267,0.0,0,7
sim_cluster_1_68_1766737773,Low_Performer,10,0.2,0.0,-0.2,0.0,0,6
sim_cluster_1_72_1766737776,Low_Performer,10,0.2,0.0,-0.2,0.0,0,7
sim_cluster_1_69_1766737774,Low_Performer,10,0.2,0.2829968558386624,0.0829968558386624,0.0,1,6
sim_cluster_1_75_1766737779,Low_Performer,10,0.2,0.1986259996066548,-0.0013740003933452039,0.0,0,8
sim_cluster_1_83_1766737785,Low_Performer,6,0.2,0.9735287411310243,0.7735287411310243,0.0,0,3
sim_cluster_1_58_1766737761,Low_Performer,10,0.1,0.17142975939911043,0.07142975939911042,0.0,1,8
sim_cluster_1_61_1766737764,Low_Performer,10,0.2,0.9062396053255276,0.7062396053255275,0.0,2,5
sim_cluster_1_77_1766737782,Low_Performer,10,0.2,0.2679092567877114,0.06790925678771137,0.0,1,7
sim_cluster_1_80_1766737782,Low_Performer,10,0.1,0.9736149482111689,0.8736149482111689,0.0,0,5
sim_cluster_1_64_1766737769,Low_Performer,10,0.1,0.1714787300629879,0.07147873006298788,0.0,2,7
sim_cluster_1_71_1766737775,Low_Performer,10,0.2,0.17151817517117365,-0.028481824828826358,0.0,0,8
sim_cluster_1_73_1766737777,Low_Performer,10,0.2,0.18740526570374624,-0.012594734296253768,0.0,0,7
sim_cluster_1_78_1766737782,Low_Performer,10,0.2,0.9218853029232998,0.7218853029232999,0.0,0,6
sim_cluster_1_74_1766737778,Low_Performer,10,0.1,0.8690054874031601,0.7690054874031601,0.0,1,5
sim_cluster_1_70_1766737775,Low_Performer,10,0.2,0.266598395858474,0.06659839585847399,0.0,0,8
sim_cluster_1_79_1766737782,Low_Performer,10,0.1,0.26659454862402043,0.16659454862402043,0.0,0,8
sim_cluster_1_97_1766737805,Low_Performer,4,0.2,0.9741582263696177,0.7741582263696176,0.0,0,1
sim_cluster_1_81_1766737782,Low_Performer,10,0.2,0.17142857156855684,-0.02857142843144317,0.0,0,10
sim_cluster_1_76_1766737781,Low_Performer,10,0.2,0.8735706785338468,0.6735706785338469,0.0,0,8
sim_cluster_1_82_1766737783,Low_Performer,10,0.1,0.17142859998559548,0.07142859998559548,0.0,0,9
sim_cluster_1_92_1766737800,Low_Performer,7,0.1,0.9739357315395475,0.8739357315395475,0.0,0,3
sim_cluster_1_84_1766737790,Low_Performer,10,0.2,0.17203644424780234,-0.027963555752197666,0.0,0,8
sim_cluster_1_102_1766737807,Low_Performer,6,0.2,0.9735287411310243,0.7735287411310243,0.0,0,3
sim_cluster_1_96_1766737802,Low_Performer,3,0.1,0.9773510971786833,0.8773510971786833,0.0,0,0
sim_cluster_1_86_1766737793,Low_Performer,10,0.2,0.17203644424780234,-0.027963555752197666,0.0,0,8
sim_cluster_1_89_1766737795,Low_Performer,10,0.2,0.1714287363873539,-0.028571263612646114,0.0,0,9
sim_cluster_1_94_1766737800,Low_Performer,10,0.2,0.0,-0.2,0.0,0,8
sim_cluster_1_91_1766737797,Low_Performer,10,0.2,0.5199751232594692,0.31997512325946914,0.0,3,6
sim_cluster_1_85_1766737791,Low_Performer,10,0.1,0.26803816147608583,0.16803816147608583,0.0,0,7
sim_cluster_1_88_1766737795,Low_Performer,10,0.1,0.19866044853801956,0.09866044853801956,0.0,0,7
sim_cluster_1_87_1766737793,Low_Performer,10,0.2,0.17147529313976928,-0.02852470686023073,0.0,1,8
sim_cluster_1_90_1766737796,Low_Performer,10,0.1,0.0,-0.1,0.0,0,6
sim_cluster_1_103_1766737808,Low_Performer,9,0.2,0.9756117391356467,0.7756117391356467,0.0,1,4
sim_cluster_1_100_1766737806,Low_Performer,10,0.2,0.0,-0.2,0.0,0,8
sim_cluster_1_112_1766737818,Low_Performer,5,0.2,0.9736111528641033,0.7736111528641032,0.0,0,2
sim_cluster_1_104_1766737810,Low_Performer,4,0.2,0.9741582263696177,0.7741582263696176,0.0,0,1
sim_cluster_1_99_1766737806,Low_Performer,10,0.2,0.18868284430856092,-0.011317155691439096,0.0,0,8
sim_cluster_1_95_1766737802,Low_Performer,10,0.2,0.1871740159494461,-0.012825984050553907,0.0,1,7
sim_cluster_1_117_1766737826,Low_Performer,4,0.2,0.9741582263696177,0.7741582263696176,0.0,0,1
sim_cluster_1_98_1766737805,Low_Performer,10,0.2,0.8749650111628133,0.6749650111628134,0.0,1,6
sim_cluster_1_107_1766737813,Low_Performer,10,0.2,0.8555270137550844,0.6555270137550844,0.0,3,5
sim_cluster_1_108_1766737813,Low_Performer,10,0.2,0.1714287363873539,-0.028571263612646114,0.0,0,9
sim_cluster_1_113_1766737818,Low_Performer,10,0.1,0.0,-0.1,0.0,0,7
sim_cluster_1_109_1766737813,Low_Performer,10,0.2,0.266598395858474,0.06659839585847399,0.0,0,8
sim_cluster_1_101_1766737807,Low_Performer,10,0.2,0.17177036497127104,-0.028229635028728967,0.0,0,9
sim_cluster_1_105_1766737811,Low_Performer,10,0.2,0.18719976668882626,-0.012800233311173748,0.0,0,8
sim_cluster_1_114_1766737822,Low_Performer,10,0.1,0.0,-0.1,0.0,1,5
sim_cluster_1_106_1766737812,Low_Performer,10,0.2,0.17554355066270413,-0.024456449337295877,0.0,0,8
sim_cluster_1_123_1766737831,Low_Performer,4,0.2,0.9741582263696177,0.7741582263696176,0.0,0,1
sim_cluster_1_115_1766737823,Low_Performer,10,0.1,0.18723520496847867,0.08723520496847867,0.0,0,7
sim_cluster_1_93_1766737800,Low_Performer,10,0.2,0.8735706785338468,0.6735706785338469,0.0,0,8
sim_cluster_1_110_1766737814,Low_Performer,10,0.2,0.1714287363873539,-0.028571263612646114,0.0,0,9
sim_cluster_1_128_1766737835,Low_Performer,3,0.1,0.9773510971786833,0.8773510971786833,0.0,0,0
sim_cluster_1_120_1766737828,Low_Performer,10,0.2,0.26139990894854875,0.06139990894854874,0.0,1,7
sim_cluster_1_121_1766737828,Low_Performer,8,0.2,0.9735147887332672,0.7735147887332672,0.0,0,5
sim_cluster_1_111_1766737815,Low_Performer,10,0.1,0.9848872612005886,0.8848872612005886,0.0,0,4
sim_cluster_1_119_1766737826,Low_Performer,10,0.2,0.26027326164804365,0.06027326164804364,0.0,1,8
sim_cluster_1_116_1766737823,Low_Performer,10,0.2,0.2680094194182261,0.06800941941822608,0.0,0,8
sim_cluster_1_130_1766737838,Low_Performer,10,0.2,0.0,-0.2,0.0,0,8
sim_cluster_1_122_1766737829,Low_Performer,10,0.2,0.17174512375458664,-0.02825487624541337,0.0,1,8
sim_cluster_1_127_1766737834,Low_Performer,10,0.1,0.0,-0.1,0.0,0,8
sim_cluster_1_125_1766737832,Low_Performer,10,0.1,0.17147988006204096,0.07147988006204095,0.0,0,8
sim_cluster_1_134_1766737840,Low_Performer,10,0.2,0.9147512704102061,0.7147512704102061,0.0,2,5
sim_cluster_1_142_1766737848,Low_Performer,4,0.2,0.9741582263696177,0.7741582263696176,0.0,0,1
sim_cluster_1_126_1766737833,Low_Performer,10,0.2,0.1869490589407687,-0.013050941059231325,0.0,0,8
sim_cluster_1_124_1766737831,Low_Performer,10,0.2,0.1714287363873539,-0.028571263612646114,0.0,0,9
sim_cluster_1_137_1766737842,Low_Performer,10,0.2,0.2762759593095312,0.07627595930953118,0.0,0,7
sim_cluster_1_135_1766737841,Low_Performer,10,0.2,0.0,-0.2,0.0,0,8
sim_cluster_1_118_1766737826,Low_Performer,10,0.2,0.0,-0.2,0.0,0,7
sim_cluster_1_133_1766737840,Low_Performer,10,0.2,0.3141214353428301,0.11412143534283009,0.0,1,6
sim_cluster_1_129_1766737836,Low_Performer,10,0.2,0.0,-0.2,0.0,0,7
sim_cluster_1_140_1766737844,Low_Performer,10,0.2,0.1871868191332402,-0.01281318086675981,0.0,1,7
sim_cluster_1_139_1766737844,Low_Performer,10,0.2,0.2680094194182261,0.06800941941822608,0.0,0,8
sim_cluster_1_138_1766737843,Low_Performer,10,0.2,0.26911264226947385,0.06911264226947383,0.0,0,7
sim_cluster_1_141_1766737845,Low_Performer,10,0.2,0.0,-0.2,0.0,0,7
sim_cluster_1_136_1766737841,Low_Performer,10,0.1,0.19901534070896462,0.09901534070896462,0.0,1,6
sim_cluster_1_145_1766737853,Low_Performer,10,0.2,0.2680094194182261,0.06800941941822608,0.0,0,8
sim_cluster_1_131_1766737839,Low_Performer,10,0.2,0.17174512375458664,-0.02825487624541337,0.0,1,8
sim_cluster_1_147_1766737857,Low_Performer,10,0.2,0.889599297199747,0.6895992971997469,0.0,0,6
sim_cluster_1_132_1766737839,Low_Performer,10,0.2,0.9738280484057018,0.7738280484057019,0.0,1,5
sim_cluster_1_143_1766737849,Low_Performer,10,0.1,0.0,-0.1,0.0,1,5
sim_cluster_1_153_1766737861,Low_Performer,4,0.2,0.9741582263696177,0.7741582263696176,0.0,0,1
sim_cluster_1_149_1766737858,Low_Performer,10,0.2,0.3269328600077154,0.12693286000771536,0.0,0,7
sim_cluster_1_150_1766737859,Low_Performer,10,0.2,0.17554355066270413,-0.024456449337295877,0.0,0,8
sim_cluster_1_146_1766737854,Low_Performer,10,0.2,0.6416262375597547,0.44162623755975466,0.0,2,6
sim_cluster_1_157_1766737865,Low_Performer,10,0.2,0.0,-0.2,0.0,0,8
sim_cluster_1_144_1766737851,Low_Performer,10,0.2,0.2681760919402193,0.06817609194021929,0.0,0,7
sim_cluster_1_152_1766737861,Low_Performer,10,0.2,0.17142857156855684,-0.02857142843144317,0.0,0,10
sim_cluster_1_165_1766737872,Low_Performer,10,0.2,0.1871868191332402,-0.01281318086675981,0.0,1,7
sim_cluster_1_154_1766737861,Low_Performer,10,0.2,0.26139990894854875,0.06139990894854874,0.0,1,7
sim_cluster_1_155_1766737862,Low_Performer,10,0.2,0.1769428319544289,-0.02305716804557112,0.0,0,7
sim_cluster_1_151_1766737859,Low_Performer,10,0.2,0.19230417089785679,-0.007695829102143226,0.0,2,6
sim_cluster_1_161_1766737870,Low_Performer,3,0.1,0.9773510971786833,0.8773510971786833,0.0,0,0
sim_cluster_1_148_1766737858,Low_Performer,10,0.2,0.0,-0.2,0.0,0,6
sim_cluster_1_160_1766737869,Low_Performer,10,0.2,0.17203644424780234,-0.027963555752197666,0.0,0,8
sim_cluster_1_167_1766737874,Low_Performer,10,0.2,0.17151817517117365,-0.028481824828826358,0.0,0,8
sim_cluster_1_163_1766737872,Low_Performer,10,0.2,0.6416262375597547,0.44162623755975466,0.0,2,6
sim_cluster_1_178_1766737886,Low_Performer,5,0.1,0.9848423089068518,0.8848423089068518,0.0,0,1
sim_cluster_1_177_1766737883,Low_Performer,6,0.2,0.9837993632703174,0.7837993632703173,0.0,0,2
sim_cluster_1_156_1766737863,Low_Performer,10,0.1,0.26659454862402043,0.16659454862402043,0.0,0,8
sim_cluster_1_158_1766737865,Low_Performer,10,0.1,0.18698451908514832,0.08698451908514832,0.0,1,7
sim_cluster_1_159_1766737867,Low_Performer,10,0.2,0.17177629351248838,-0.02822370648751163,0.0,0,8
sim_cluster_1_164_1766737872,Low_Performer,10,0.2,0.17142857156855684,-0.02857142843144317,0.0,0,10
sim_cluster_1_169_1766737877,Low_Performer,10,0.1,0.1718464482861176,0.07184644828611758,0.0,0,7
sim_cluster_1_162_1766737871,Low_Performer,10,0.2,0.17142857156855684,-0.02857142843144317,0.0,0,10
sim_cluster_1_168_1766737877,Low_Performer,10,0.2,0.17554355066270413,-0.024456449337295877,0.0,0,8
sim_cluster_1_170_1766737878,Low_Performer,10,0.1,0.17177138713960516,0.07177138713960515,0.0,0,8
sim_cluster_1_173_1766737880,Low_Performer,10,0.2,0.17378629396598325,-0.026213706034016765,0.0,0,8
sim_cluster_1_181_1766737892,Low_Performer,4,0.2,0.9741582263696177,0.7741582263696176,0.0,0,1
sim_cluster_1_183_1766737892,Low_Performer,6,0.2,0.9724277120788785,0.7724277120788785,0.0,1,2
sim_cluster_1_174_1766737881,Low_Performer,10,0.2,0.2667918596891203,0.06679185968912027,0.0,1,7
sim_cluster_1_172_1766737880,Low_Performer,10,0.2,0.8664913128800651,0.6664913128800651,0.0,1,7
sim_cluster_1_184_1766737892,Low_Performer,6,0.2,0.9837993632703174,0.7837993632703173,0.0,0,2
sim_cluster_1_176_1766737883,Low_Performer,10,0.1,0.17142859998559548,0.07142859998559548,0.0,0,9
sim_cluster_1_182_1766737892,Low_Performer,10,0.2,0.8762180964183302,0.6762180964183302,0.0,0,6
sim_cluster_1_166_1766737873,Low_Performer,10,0.1,0.17558001263522832,0.07558001263522832,0.0,0,7
sim_cluster_1_188_1766737897,Low_Performer,10,0.2,0.26696961792960755,0.06696961792960754,0.0,0,7
sim_cluster_1_179_1766737886,Low_Performer,10,0.1,0.0,-0.1,0.0,0,6
sim_cluster_1_195_1766737903,Low_Performer,10,0.2,0.18868284430856092,-0.011317155691439096,0.0,0,8
sim_cluster_1_180_1766737889,Low_Performer,10,0.2,0.8678015374428514,0.6678015374428514,0.0,1,6
sim_cluster_1_191_1766737900,Low_Performer,10,0.2,0.0,-0.2,0.0,0,8
sim_cluster_1_171_1766737878,Low_Performer,10,0.2,0.273794160989814,0.073794160989814,0.0,1,6
sim_cluster_1_175_1766737882,Low_Performer,10,0.2,0.0,-0.2,0.0,0,7
sim_cluster_1_185_1766737893,Low_Performer,10,0.2,0.0,-0.2,0.0,1,6
sim_cluster_1_187_1766737895,Low_Performer,10,0.2,0.30881139005617236,0.10881139005617235,0.0,1,7
sim_cluster_1_192_1766737900,Low_Performer,10,0.2,0.0,-0.2,0.0,1,7
sim_cluster_1_189_1766737898,Low_Performer,10,0.2,0.1714287363873539,-0.028571263612646114,0.0,0,9
sim_cluster_1_204_1766737913,Low_Performer,3,0.1,0.9773510971786833,0.8773510971786833,0.0,0,0
sim_cluster_1_201_1766737910,Low_Performer,7,0.1,0.98260990467402,0.88260990467402,0.0,1,2
sim_cluster_1_190_1766737899,Low_Performer,10,0.2,0.0,-0.2,0.0,0,6
sim_cluster_1_205_1766737916,Low_Performer,5,0.2,0.9736111528641033,0.7736111528641032,0.0,0,2
sim_cluster_1_186_1766737893,Low_Performer,10,0.1,0.5632131032694314,0.46321310326943144,0.0,1,6
sim_cluster_1_196_1766737906,Low_Performer,10,0.2,0.1714287363873539,-0.028571263612646114,0.0,0,9
sim_cluster_1_194_1766737902,Low_Performer,10,0.2,0.0,-0.2,0.0,0,7
sim_cluster_1_202_1766737910,Low_Performer,10,0.2,0.26680239534415845,0.06680239534415844,0.0,0,8
sim_cluster_1_199_1766737908,Low_Performer,10,0.2,0.0,-0.2,0.0,0,7
sim_cluster_1_207_1766737917,Low_Performer,10,0.2,0.0,-0.2,0.0,1,6
sim_cluster_1_198_1766737907,Low_Performer,10,0.2,0.5331712982618155,0.3331712982618155,0.0,2,6
sim_cluster_1_193_1766737901,Low_Performer,10,0.2,0.1869433456281835,-0.013056654371816523,0.0,0,9
sim_cluster_1_208_1766737917,Low_Performer,10,0.2,0.17554355066270413,-0.024456449337295877,0.0,0,8
sim_cluster_1_209_1766737918,Low_Performer,5,0.2,0.9736111528641033,0.7736111528641032,0.0,0,2
sim_cluster_1_212_1766737922,Low_Performer,10,0.2,0.3055817396121994,0.10558173961219941,0.0,2,6
sim_cluster_1_200_1766737909,Low_Performer,10,0.1,0.17142975939911043,0.07142975939911042,0.0,1,8
sim_cluster_1_197_1766737906,Low_Performer,10,0.2,0.26027326164804365,0.06027326164804364,0.0,1,8
sim_cluster_1_203_1766737913,Low_Performer,10,0.2,0.0,-0.2,0.0,0,9
sim_cluster_1_210_1766737919,Low_Performer,10,0.1,0.26149822492689667,0.16149822492689667,0.0,2,6
sim_cluster_1_213_1766737922,Low_Performer,10,0.2,0.266598395858474,0.06659839585847399,0.0,0,8
sim_cluster_1_206_1766737916,Low_Performer,10,0.2,0.5439814733769045,0.3439814733769045,0.0,1,7
sim_cluster_1_217_1766737926,Low_Performer,10,0.1,0.9416838695589616,0.8416838695589616,0.0,1,4
sim_cluster_1_222_1766737928,Low_Performer,10,0.2,0.19732009868962475,-0.0026799013103752656,0.0,2,6
sim_cluster_1_214_1766737922,Low_Performer,8,0.1,0.9735772808454808,0.8735772808454808,0.0,0,4
sim_cluster_1_221_1766737928,Low_Performer,10,0.1,0.17178192246797905,0.07178192246797904,0.0,1,7
sim_cluster_1_218_1766737926,Low_Performer,10,0.2,0.3195588181734688,0.1195588181734688,0.0,2,6
sim_cluster_1_225_1766737929,Low_Performer,10,0.2,0.1869490589407687,-0.013050941059231325,0.0,0,8
sim_cluster_1_223_1766737928,Low_Performer,10,0.2,0.9735144868320805,0.7735144868320805,0.0,0,7
sim_cluster_1_215_1766737922,Low_Performer,10,0.2,0.17147529313976928,-0.02852470686023073,0.0,1,8
sim_cluster_1_211_1766737921,Low_Performer,10,0.2,0.27504755572304257,0.07504755572304256,0.0,2,6
sim_cluster_1_229_1766737937,Low_Performer,10,0.2,0.5466590419074556,0.3466590419074556,0.0,2,6
sim_cluster_1_224_1766737929,Low_Performer,10,0.2,0.17203644424780234,-0.027963555752197666,0.0,0,8
sim_cluster_1_216_1766737926,Low_Performer,10,0.1,0.2624519340774849,0.1624519340774849,0.0,1,6
sim_cluster_1_226_1766737931,Low_Performer,10,0.2,0.9721755470597968,0.7721755470597969,0.0,1,5
sim_cluster_1_240_1766737949,Low_Performer,3,0.1,0.9773510971786833,0.8773510971786833,0.0,0,0
sim_cluster_1_228_1766737934,Low_Performer,10,0.1,0.35777535468076715,0.2577753546807672,0.0,2,5
sim_cluster_1_243_1766737950,Low_Performer,3,0.1,0.9773510971786833,0.8773510971786833,0.0,0,0
